Attrition,Employee Attrition Status,Business Travel,Department,Education Field,emp no,Gender,Job Role,Marital Status,Over Time,Training Times Last Year,Age,Age Group,Daily Rate,Distance From Home,Education,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,0,Travel_Rarely,Sales,Medical,STAFF-2530,Female,Sales Representative,Married,No,3,28,26-35,"$1,172.00 ",3,Bachelor's Degree,2,78,3,1,2,"$2,856.00 ","$3,692.00 ",1,19,3,4,1,1,3,1,0,0,0
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-2531,Female,Manager,Married,No,2,46,46-55,$228.00 ,3,Bachelor's Degree,3,51,3,4,2,"$16,606.00 ","$11,380.00 ",8,12,3,4,1,23,4,13,12,5,1
No,0,Travel_Rarely,Sales,Marketing,STAFF-2532,Female,Sales Executive,Married,No,3,56,56-65,"$1,443.00 ",11,Doctoral Degree,4,89,2,2,1,"$5,380.00 ","$20,328.00 ",4,16,3,3,1,6,3,0,0,0,0
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-2533,Female,Sales Executive,Married,No,2,40,36-45,$118.00 ,14,Associates Degree,4,84,3,2,1,"$4,639.00 ","$11,262.00 ",1,15,3,3,1,5,3,5,4,1,2
No,0,Travel_Rarely,Sales,Marketing,STAFF-2534,Female,Sales Executive,Married,No,3,31,26-35,$196.00 ,29,Master's Degree,1,91,2,2,4,"$5,468.00 ","$13,402.00 ",1,14,3,1,2,13,3,12,7,5,7
No,0,Travel_Rarely,Sales,Medical,STAFF-2535,Female,Sales Executive,Married,No,2,36,36-45,$557.00 ,3,Bachelor's Degree,1,94,2,3,4,"$7,644.00 ","$12,695.00 ",0,19,3,3,2,10,3,9,7,3,4
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-2536,Female,Sales Executive,Married,No,2,31,26-35,"$1,112.00 ",5,Master's Degree,1,67,3,2,4,"$5,476.00 ","$22,589.00 ",1,11,3,1,2,10,3,10,0,0,2
No,0,Travel_Rarely,Sales,Marketing,STAFF-2537,Female,Sales Executive,Married,No,3,36,36-45,$329.00 ,16,Master's Degree,3,98,2,2,1,"$5,647.00 ","$13,494.00 ",4,13,3,1,2,11,2,3,2,0,2
No,0,Travel_Rarely,Sales,Marketing,STAFF-2538,Female,Sales Executive,Married,No,3,32,26-35,$801.00 ,1,Master's Degree,3,48,3,3,4,"$10,422.00 ","$24,032.00 ",1,19,3,3,2,14,3,14,10,5,7
No,0,Travel_Rarely,Sales,Medical,STAFF-2539,Female,Sales Executive,Single,No,5,27,26-35,$511.00 ,2,Associates Degree,1,89,4,2,3,"$6,500.00 ","$26,997.00 ",0,14,3,2,0,9,2,8,7,0,7
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-2540,Female,Sales Executive,Single,No,5,38,36-45,$437.00 ,16,Bachelor's Degree,2,90,3,2,2,"$4,198.00 ","$16,379.00 ",2,12,3,2,0,8,4,3,2,1,2
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-2541,Female,Sales Executive,Single,No,5,36,36-45,$884.00 ,1,Master's Degree,2,73,3,2,3,"$6,815.00 ","$21,447.00 ",6,13,3,1,0,15,3,1,0,0,0
No,0,Travel_Rarely,Sales,Medical,STAFF-2542,Female,Sales Representative,Single,No,3,20,18-25,"$1,141.00 ",2,Bachelor's Degree,3,31,3,1,3,"$2,783.00 ","$13,251.00 ",1,19,3,1,0,2,3,2,2,2,2
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-2543,Female,Sales Representative,Single,No,2,36,36-45,$530.00 ,2,Master's Degree,3,51,3,2,4,"$4,502.00 ","$7,439.00 ",3,15,3,3,0,17,2,13,7,6,7
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-2544,Female,Sales Executive,Single,No,3,34,26-35,$511.00 ,3,Associates Degree,4,32,1,2,4,"$6,029.00 ","$25,353.00 ",5,12,3,1,0,6,3,2,2,2,2
No,0,Travel_Rarely,Sales,Other,STAFF-2545,Female,Sales Representative,Single,No,2,26,26-35,"$1,167.00 ",5,Bachelor's Degree,4,30,2,1,3,"$2,966.00 ","$21,378.00 ",0,18,3,4,0,5,3,4,2,0,0
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-2546,Female,Sales Executive,Single,No,3,45,36-45,$374.00 ,20,Bachelor's Degree,4,50,3,2,3,"$4,850.00 ","$23,333.00 ",8,15,3,3,0,8,3,5,3,0,1
No,0,Travel_Rarely,Sales,Marketing,STAFF-2547,Female,Sales Executive,Single,No,1,49,46-55,"$1,313.00 ",11,Master's Degree,4,80,3,2,4,"$4,507.00 ","$8,191.00 ",3,12,3,3,0,8,4,5,1,0,4
No,0,Non-Travel,HR,Life Sciences,STAFF-2548,Male,Human Resources,Divorced,No,2,28,26-35,$280.00 ,1,Associates Degree,3,43,3,1,4,"$2,706.00 ","$10,494.00 ",1,15,3,2,1,3,3,3,2,2,2
No,0,Non-Travel,HR,Human Resources,STAFF-2549,Male,Human Resources,Divorced,No,3,38,36-45,"$1,336.00 ",2,Bachelor's Degree,1,100,3,1,2,"$2,592.00 ","$7,129.00 ",5,13,3,4,3,13,3,11,10,3,8
No,0,Non-Travel,HR,Human Resources,STAFF-2550,Male,Human Resources,Married,No,4,41,36-45,$552.00 ,4,Bachelor's Degree,3,60,1,2,2,"$6,430.00 ","$20,794.00 ",6,19,3,2,1,10,3,3,2,1,2
No,0,Non-Travel,R&D,Medical,STAFF-2551,Male,Manufacturing Director,Divorced,No,6,35,26-35,"$1,180.00 ",2,Associates Degree,2,90,3,2,4,"$5,762.00 ","$24,442.00 ",2,14,3,3,1,15,3,7,7,1,7
No,0,Non-Travel,R&D,Medical,STAFF-2552,Male,Research Director,Divorced,No,5,40,36-45,$218.00 ,8,High School,4,55,2,3,2,"$13,757.00 ","$25,178.00 ",2,11,3,3,1,16,3,9,8,4,8
No,0,Non-Travel,R&D,Technical Degree,STAFF-2553,Male,Research Scientist,Divorced,No,2,30,26-35,$990.00 ,7,Bachelor's Degree,3,64,3,1,3,"$1,274.00 ","$7,152.00 ",1,13,3,2,2,1,2,1,0,0,0
No,0,Non-Travel,R&D,Other,STAFF-2554,Male,Laboratory Technician,Divorced,No,2,40,36-45,$663.00 ,9,Master's Degree,3,81,3,2,3,"$3,975.00 ","$23,099.00 ",3,11,3,3,2,11,4,8,7,0,7
No,0,Non-Travel,R&D,Technical Degree,STAFF-2555,Male,Research Scientist,Divorced,No,2,33,26-35,$775.00 ,4,Bachelor's Degree,4,90,3,2,2,"$3,055.00 ","$6,194.00 ",5,15,3,4,2,11,2,9,8,1,7
No,0,Non-Travel,R&D,Medical,STAFF-2556,Male,Laboratory Technician,Divorced,No,2,33,26-35,"$1,313.00 ",1,Associates Degree,2,59,2,1,3,"$2,008.00 ","$20,439.00 ",1,12,3,3,3,1,2,1,1,0,0
No,0,Non-Travel,R&D,Technical Degree,STAFF-2557,Male,Research Scientist,Married,No,4,47,46-55,"$1,169.00 ",14,Master's Degree,3,64,3,2,2,"$5,467.00 ","$2,125.00 ",8,18,3,3,1,16,4,8,7,1,7
No,0,Non-Travel,R&D,Technical Degree,STAFF-2558,Male,Research Scientist,Married,No,3,32,26-35,"$1,200.00 ",1,Master's Degree,4,62,3,2,1,"$4,087.00 ","$25,174.00 ",4,14,3,2,1,9,2,6,5,1,2
No,0,Non-Travel,R&D,Life Sciences,STAFF-2559,Male,Research Scientist,Single,No,2,43,36-45,$343.00 ,9,Bachelor's Degree,1,52,3,1,3,"$2,438.00 ","$24,978.00 ",4,13,3,3,0,7,2,3,2,1,2
No,0,Non-Travel,R&D,Medical,STAFF-2560,Male,Manufacturing Director,Single,No,2,31,26-35,$325.00 ,5,Bachelor's Degree,2,74,3,2,1,"$9,936.00 ","$3,787.00 ",0,19,3,2,0,10,3,9,4,1,7
No,0,Non-Travel,R&D,Technical Degree,STAFF-2561,Male,Research Scientist,Single,No,3,32,26-35,$953.00 ,5,Master's Degree,2,65,3,1,2,"$2,718.00 ","$17,674.00 ",2,14,3,2,0,12,3,7,7,0,7
No,0,Non-Travel,R&D,Life Sciences,STAFF-2562,Male,Laboratory Technician,Single,No,5,44,36-45,$981.00 ,5,Bachelor's Degree,3,90,2,1,3,"$3,162.00 ","$7,973.00 ",3,14,3,4,0,7,3,5,2,0,3
No,0,Non-Travel,R&D,Medical,STAFF-2563,Male,Research Scientist,Single,No,3,28,26-35,"$1,103.00 ",16,Bachelor's Degree,3,49,3,1,3,"$2,144.00 ","$2,122.00 ",1,14,3,3,0,5,2,5,3,1,4
No,0,Non-Travel,R&D,Technical Degree,STAFF-2564,Male,Laboratory Technician,Single,No,2,37,36-45,"$1,413.00 ",5,Associates Degree,3,84,4,1,3,"$3,500.00 ","$25,470.00 ",0,14,3,1,0,7,1,6,5,1,3
No,0,Non-Travel,R&D,Life Sciences,STAFF-2565,Male,Research Scientist,Single,No,2,42,36-45,$335.00 ,23,Associates Degree,4,37,2,2,3,"$4,332.00 ","$14,811.00 ",1,12,3,4,0,20,3,20,9,3,7
No,0,Non-Travel,R&D,Life Sciences,STAFF-2566,Male,Manager,Single,No,3,39,36-45,$105.00 ,9,Bachelor's Degree,4,87,3,5,4,"$19,431.00 ","$15,302.00 ",2,13,3,3,0,21,2,6,0,1,3
No,0,Non-Travel,Sales,Life Sciences,STAFF-2567,Male,Sales Representative,Divorced,No,3,52,46-55,$585.00 ,29,Master's Degree,1,40,3,1,4,"$3,482.00 ","$19,788.00 ",2,15,3,2,2,16,2,9,8,0,0
No,0,Non-Travel,Sales,Marketing,STAFF-2568,Male,Sales Executive,Married,No,2,45,36-45,$336.00 ,26,Bachelor's Degree,1,52,2,2,1,"$4,385.00 ","$24,162.00 ",1,15,3,1,1,10,3,10,7,4,5
No,0,Non-Travel,Sales,Marketing,STAFF-2569,Male,Sales Executive,Married,No,3,47,46-55,$543.00 ,2,Master's Degree,3,87,3,2,2,"$4,978.00 ","$3,536.00 ",7,11,3,4,1,4,1,1,0,0,0
No,0,Non-Travel,Sales,Life Sciences,STAFF-2570,Male,Sales Executive,Single,No,3,46,46-55,$849.00 ,26,Associates Degree,2,98,2,2,2,"$7,991.00 ","$25,166.00 ",8,15,3,3,0,6,3,2,2,2,2
No,0,Travel_Frequently,HR,Human Resources,STAFF-2571,Male,Human Resources,Married,No,2,38,36-45,$888.00 ,10,Master's Degree,3,71,3,2,3,"$6,077.00 ","$14,814.00 ",3,11,3,3,0,10,3,6,3,1,2
No,0,Travel_Frequently,HR,Medical,STAFF-2572,Male,Human Resources,Married,No,2,24,18-25,$897.00 ,10,Bachelor's Degree,1,59,3,1,4,"$2,145.00 ","$2,097.00 ",0,14,3,4,1,3,3,2,2,2,1
No,0,Travel_Frequently,R&D,Life Sciences,STAFF-2573,Male,Healthcare Representative,Divorced,No,0,29,26-35,$995.00 ,2,High School,1,87,3,2,4,"$8,853.00 ","$24,483.00 ",1,19,3,4,1,6,4,6,4,1,3
No,0,Travel_Frequently,R&D,Life Sciences,STAFF-2574,Male,Manufacturing Director,Divorced,No,3,34,26-35,$426.00 ,10,Master's Degree,3,42,4,2,4,"$4,724.00 ","$17,000.00 ",1,13,3,1,1,9,3,9,7,7,2
No,0,Travel_Frequently,R&D,Medical,STAFF-2575,Male,Research Director,Divorced,No,3,34,26-35,$829.00 ,15,Bachelor's Degree,2,71,3,4,1,"$17,007.00 ","$11,929.00 ",7,14,3,4,2,16,2,14,8,6,9
No,0,Travel_Frequently,R&D,Other,STAFF-2576,Male,Research Scientist,Divorced,No,2,34,26-35,$560.00 ,1,Master's Degree,4,91,3,1,1,"$2,996.00 ","$20,284.00 ",5,14,3,3,2,10,3,4,3,1,3
No,0,Travel_Frequently,R&D,Life Sciences,STAFF-2577,Male,Manufacturing Director,Divorced,No,6,25,18-25,$772.00 ,2,High School,4,77,4,2,3,"$5,206.00 ","$4,973.00 ",1,17,3,3,2,7,3,7,7,0,7
No,0,Travel_Frequently,R&D,Life Sciences,STAFF-2578,Male,Research Director,Married,No,3,49,46-55,"$1,064.00 ",2,High School,2,42,3,5,4,"$19,161.00 ","$13,738.00 ",3,15,3,4,0,28,3,5,4,4,3
No,0,Travel_Frequently,R&D,Medical,STAFF-2579,Male,Laboratory Technician,Married,No,3,29,26-35,$574.00 ,20,High School,4,40,3,1,4,"$3,812.00 ","$7,003.00 ",1,13,3,2,0,11,4,11,8,3,10
No,0,Travel_Frequently,R&D,Life Sciences,STAFF-2580,Male,Manufacturing Director,Married,No,1,38,36-45,$508.00 ,6,Master's Degree,1,72,2,2,3,"$5,321.00 ","$14,284.00 ",2,11,3,4,1,10,3,8,3,7,7
No,0,Travel_Frequently,R&D,Life Sciences,STAFF-2581,Male,Research Scientist,Married,No,3,32,26-35,$585.00 ,10,Bachelor's Degree,1,56,3,1,3,"$3,433.00 ","$17,360.00 ",6,13,3,1,1,10,2,5,2,1,3
No,0,Travel_Frequently,R&D,Other,STAFF-2582,Male,Laboratory Technician,Married,No,3,26,26-35,"$1,096.00 ",6,Bachelor's Degree,3,61,4,1,4,"$2,544.00 ","$7,102.00 ",0,18,3,1,1,8,3,7,7,7,7
No,0,Travel_Frequently,R&D,Medical,STAFF-2583,Male,Laboratory Technician,Married,No,3,36,36-45,$884.00 ,23,Associates Degree,3,41,4,2,4,"$2,571.00 ","$12,290.00 ",4,17,3,3,1,17,3,5,2,0,3
No,0,Travel_Frequently,R&D,Technical Degree,STAFF-2584,Male,Healthcare Representative,Married,No,3,34,26-35,$653.00 ,10,Master's Degree,4,92,2,2,3,"$5,063.00 ","$15,332.00 ",1,14,3,2,1,8,2,8,2,7,7
No,0,Travel_Frequently,R&D,Life Sciences,STAFF-2585,Male,Research Scientist,Married,No,4,38,36-45,"$1,189.00 ",1,Bachelor's Degree,4,90,3,2,4,"$4,735.00 ","$9,867.00 ",7,15,3,4,2,19,4,13,11,2,9
No,0,Travel_Frequently,R&D,Medical,STAFF-2586,Male,Healthcare Representative,Single,No,3,45,36-45,"$1,297.00 ",1,Master's Degree,2,44,3,2,3,"$5,399.00 ","$14,511.00 ",4,12,3,3,0,12,3,4,2,0,3
No,0,Travel_Frequently,R&D,Life Sciences,STAFF-2587,Male,Manufacturing Director,Single,No,2,35,26-35,$200.00 ,18,Associates Degree,3,60,3,3,4,"$9,362.00 ","$19,944.00 ",2,11,3,3,0,10,3,2,2,2,2
No,0,Travel_Frequently,R&D,Medical,STAFF-2588,Male,Research Scientist,Single,No,0,27,26-35,$591.00 ,2,Bachelor's Degree,4,87,3,1,4,"$2,580.00 ","$6,297.00 ",2,13,3,3,0,6,2,4,2,1,2
No,0,Travel_Frequently,Sales,Life Sciences,STAFF-2589,Male,Sales Executive,Divorced,No,6,39,36-45,$766.00 ,20,Bachelor's Degree,3,83,3,2,4,"$4,127.00 ","$19,188.00 ",2,18,3,4,1,7,3,2,1,2,2
No,0,Travel_Frequently,Sales,Medical,STAFF-2590,Male,Sales Executive,Divorced,No,2,37,36-45,"$1,278.00 ",1,Master's Degree,3,31,1,2,4,"$9,525.00 ","$7,677.00 ",1,14,3,3,2,6,2,6,3,1,3
No,0,Travel_Frequently,Sales,Medical,STAFF-2591,Male,Sales Executive,Married,No,3,49,46-55,"$1,023.00 ",2,Bachelor's Degree,4,63,2,2,2,"$5,390.00 ","$13,243.00 ",2,14,3,4,0,17,2,9,6,0,8
No,0,Travel_Frequently,Sales,Medical,STAFF-2592,Male,Sales Executive,Married,No,2,33,26-35,$430.00 ,7,Bachelor's Degree,4,54,3,2,1,"$4,373.00 ","$17,456.00 ",0,14,3,1,2,5,3,4,3,0,3
No,0,Travel_Frequently,Sales,Life Sciences,STAFF-2593,Male,Sales Executive,Single,No,5,28,26-35,$467.00 ,7,Bachelor's Degree,3,55,3,2,1,"$4,898.00 ","$11,827.00 ",0,14,3,4,0,5,3,4,2,1,3
No,0,Travel_Frequently,Sales,Other,STAFF-2594,Male,Sales Executive,Single,No,3,31,26-35,$715.00 ,2,Master's Degree,4,54,3,2,1,"$5,332.00 ","$21,602.00 ",7,13,3,4,0,10,3,5,2,0,3
No,0,Travel_Frequently,Sales,Marketing,STAFF-2595,Male,Sales Executive,Single,No,2,32,26-35,"$1,318.00 ",10,Master's Degree,4,79,3,2,4,"$4,648.00 ","$26,075.00 ",8,13,3,3,0,4,4,0,0,0,0
No,0,Travel_Rarely,HR,Other,STAFF-2596,Male,Human Resources,Divorced,No,4,37,36-45,"$1,239.00 ",8,Associates Degree,3,89,3,2,2,"$4,071.00 ","$12,832.00 ",2,13,3,3,0,19,2,10,0,4,7
No,0,Travel_Rarely,HR,Medical,STAFF-2597,Male,Human Resources,Married,No,3,29,26-35,$352.00 ,6,High School,4,87,2,1,2,"$2,804.00 ","$15,434.00 ",1,11,3,4,0,1,3,1,0,0,0
No,0,Travel_Rarely,HR,Other,STAFF-2598,Male,Human Resources,Single,No,3,29,26-35,$332.00 ,17,Bachelor's Degree,2,51,2,3,1,"$7,988.00 ","$9,769.00 ",1,13,3,1,0,10,2,10,9,0,9
No,0,Travel_Rarely,HR,Life Sciences,STAFF-2599,Male,Human Resources,Single,No,5,43,36-45,$244.00 ,2,Bachelor's Degree,2,97,3,1,4,"$3,539.00 ","$5,033.00 ",0,13,3,2,0,10,3,9,7,1,8
No,0,Travel_Rarely,R&D,Technical Degree,STAFF-2600,Male,Research Scientist,Divorced,No,1,55,46-55,"$1,441.00 ",22,Bachelor's Degree,1,94,2,1,2,"$3,537.00 ","$23,737.00 ",5,12,3,4,1,8,3,4,2,1,2
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2601,Male,Research Scientist,Divorced,No,2,28,26-35,"$1,423.00 ",1,Bachelor's Degree,1,72,2,1,3,"$1,563.00 ","$12,530.00 ",1,14,3,4,1,1,1,1,0,0,0
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2602,Male,Manager,Divorced,No,3,40,36-45,"$1,137.00 ",1,Master's Degree,1,98,3,4,1,"$16,823.00 ","$18,991.00 ",2,11,3,1,1,22,3,19,7,11,16
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2603,Male,Laboratory Technician,Divorced,No,2,31,26-35,$311.00 ,20,Bachelor's Degree,2,89,3,2,3,"$4,197.00 ","$18,624.00 ",1,11,3,1,1,10,3,10,8,0,2
No,0,Travel_Rarely,R&D,Medical,STAFF-2604,Male,Laboratory Technician,Divorced,No,3,39,36-45,$170.00 ,3,Associates Degree,3,76,2,2,3,"$3,069.00 ","$10,302.00 ",0,15,3,4,1,11,3,10,8,0,7
No,0,Travel_Rarely,R&D,Medical,STAFF-2605,Male,Research Scientist,Divorced,No,3,40,36-45,$896.00 ,2,Bachelor's Degree,3,68,3,1,3,"$2,345.00 ","$8,045.00 ",2,14,3,3,1,8,4,3,1,1,2
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2606,Male,Manufacturing Director,Divorced,No,4,46,46-55,$706.00 ,2,Associates Degree,4,82,3,3,4,"$8,578.00 ","$19,989.00 ",3,14,3,3,1,12,2,9,8,4,7
No,0,Travel_Rarely,R&D,Technical Degree,STAFF-2607,Male,Laboratory Technician,Divorced,No,0,43,36-45,$990.00 ,27,Bachelor's Degree,4,87,4,1,2,"$4,876.00 ","$5,855.00 ",5,12,3,3,1,8,3,6,4,0,2
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2608,Male,Research Scientist,Divorced,No,0,38,36-45,"$1,206.00 ",9,Associates Degree,2,71,3,1,4,"$4,771.00 ","$14,293.00 ",2,19,3,4,2,10,4,5,2,0,3
No,0,Travel_Rarely,R&D,Medical,STAFF-2609,Male,Research Director,Divorced,No,4,55,46-55,"$1,136.00 ",1,Master's Degree,2,81,4,4,4,"$14,732.00 ","$12,414.00 ",2,13,3,4,2,31,4,7,7,0,0
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2610,Male,Healthcare Representative,Divorced,No,3,49,46-55,"$1,490.00 ",7,Master's Degree,3,35,3,3,2,"$10,466.00 ","$20,948.00 ",3,14,3,2,2,29,3,8,7,0,7
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2611,Male,Healthcare Representative,Divorced,No,3,29,26-35,$726.00 ,29,High School,4,93,1,2,3,"$6,384.00 ","$21,143.00 ",8,17,3,4,2,11,3,7,0,1,6
No,0,Travel_Rarely,R&D,Other,STAFF-2612,Male,Laboratory Technician,Divorced,No,3,27,26-35,"$1,302.00 ",19,Bachelor's Degree,4,67,2,1,1,"$4,066.00 ","$16,290.00 ",1,11,3,1,2,7,3,7,7,0,7
No,0,Travel_Rarely,R&D,Medical,STAFF-2613,Male,Research Scientist,Divorced,No,4,32,26-35,$977.00 ,2,Bachelor's Degree,4,45,3,2,2,"$5,470.00 ","$25,518.00 ",0,13,3,3,2,10,2,9,5,1,6
No,0,Travel_Rarely,R&D,Technical Degree,STAFF-2614,Male,Healthcare Representative,Divorced,No,4,45,36-45,$538.00 ,1,Master's Degree,1,66,3,3,2,"$7,441.00 ","$20,933.00 ",1,12,3,1,3,10,3,10,8,7,7
No,0,Travel_Rarely,R&D,Medical,STAFF-2615,Male,Laboratory Technician,Divorced,No,2,24,18-25,$506.00 ,29,High School,2,91,3,1,1,"$3,907.00 ","$3,622.00 ",1,13,3,2,3,6,4,6,2,1,2
No,0,Travel_Rarely,R&D,Technical Degree,STAFF-2616,Male,Laboratory Technician,Divorced,No,3,24,18-25,$350.00 ,21,Associates Degree,3,57,2,1,1,"$2,296.00 ","$10,036.00 ",0,14,3,2,3,2,3,1,1,0,0
No,0,Travel_Rarely,R&D,Other,STAFF-2617,Male,Research Scientist,Divorced,No,2,39,36-45,$835.00 ,19,Master's Degree,4,41,3,2,4,"$3,902.00 ","$5,141.00 ",8,14,3,2,3,7,3,2,2,2,2
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2618,Male,Manager,Married,No,2,42,36-45,$300.00 ,2,Bachelor's Degree,1,56,3,5,3,"$18,880.00 ","$17,312.00 ",5,11,3,1,0,24,2,22,6,4,14
No,0,Travel_Rarely,R&D,Medical,STAFF-2619,Male,Research Scientist,Married,No,2,37,36-45,$674.00 ,13,Bachelor's Degree,1,47,3,2,4,"$4,285.00 ","$3,031.00 ",1,17,3,1,0,10,3,10,8,3,7
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2620,Male,Laboratory Technician,Married,No,3,27,26-35,"$1,377.00 ",11,High School,2,91,3,1,1,"$2,099.00 ","$7,679.00 ",0,14,3,2,0,6,4,5,0,1,4
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2621,Male,Research Scientist,Married,No,2,35,26-35,$819.00 ,18,Doctoral Degree,2,48,4,2,1,"$5,208.00 ","$26,312.00 ",1,11,3,4,0,16,3,16,15,1,10
No,0,Travel_Rarely,R&D,Medical,STAFF-2622,Male,Laboratory Technician,Married,No,3,34,26-35,$628.00 ,8,Bachelor's Degree,2,82,4,2,3,"$4,404.00 ","$10,228.00 ",2,12,3,1,0,6,4,4,3,1,2
No,0,Travel_Rarely,R&D,Medical,STAFF-2623,Male,Healthcare Representative,Married,No,2,53,46-55,"$1,395.00 ",24,Master's Degree,2,48,4,3,4,"$7,005.00 ","$3,458.00 ",3,15,3,3,0,11,3,4,3,1,2
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2624,Male,Research Director,Married,No,3,48,46-55,"$1,224.00 ",10,Bachelor's Degree,4,91,2,5,2,"$19,665.00 ","$13,583.00 ",4,12,3,4,0,29,3,22,10,12,9
No,0,Travel_Rarely,R&D,Medical,STAFF-2625,Male,Laboratory Technician,Married,No,6,30,26-35,$911.00 ,1,Associates Degree,4,76,3,1,2,"$3,748.00 ","$4,077.00 ",1,13,3,3,0,12,2,12,8,1,7
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2626,Male,Healthcare Representative,Married,No,5,29,26-35,$136.00 ,1,Bachelor's Degree,1,89,3,2,1,"$5,373.00 ","$6,225.00 ",0,12,3,1,1,6,2,5,3,0,2
No,0,Travel_Rarely,R&D,Technical Degree,STAFF-2627,Male,Healthcare Representative,Married,No,0,49,46-55,"$1,495.00 ",5,Master's Degree,1,96,3,2,3,"$6,651.00 ","$21,534.00 ",2,14,3,2,1,20,2,3,2,1,2
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2628,Male,Healthcare Representative,Married,No,1,43,36-45,$574.00 ,11,Bachelor's Degree,1,30,3,3,3,"$7,510.00 ","$16,873.00 ",1,17,3,2,1,10,3,10,9,0,9
No,0,Travel_Rarely,R&D,Technical Degree,STAFF-2629,Male,Laboratory Technician,Married,No,2,25,18-25,$949.00 ,1,Bachelor's Degree,1,81,3,1,4,"$3,229.00 ","$4,910.00 ",4,11,3,2,1,7,2,3,2,0,2
No,0,Travel_Rarely,R&D,Technical Degree,STAFF-2630,Male,Research Scientist,Married,No,2,47,46-55,$465.00 ,1,Bachelor's Degree,1,74,3,1,4,"$3,420.00 ","$10,205.00 ",7,12,3,3,1,17,2,6,5,1,2
No,0,Travel_Rarely,R&D,Medical,STAFF-2631,Male,Laboratory Technician,Married,No,2,35,26-35,$185.00 ,23,Master's Degree,2,91,1,1,3,"$2,705.00 ","$9,696.00 ",0,16,3,2,1,6,4,5,4,0,3
No,0,Travel_Rarely,R&D,Medical,STAFF-2632,Male,Research Scientist,Married,No,3,30,26-35,$241.00 ,7,Bachelor's Degree,2,48,2,1,2,"$2,141.00 ","$5,348.00 ",1,12,3,2,1,6,2,6,4,1,1
No,0,Travel_Rarely,R&D,Medical,STAFF-2633,Male,Laboratory Technician,Married,No,3,34,26-35,"$1,157.00 ",5,Associates Degree,2,57,2,2,4,"$3,986.00 ","$11,912.00 ",1,14,3,3,1,15,4,15,10,4,13
No,0,Travel_Rarely,R&D,Technical Degree,STAFF-2634,Male,Research Scientist,Married,No,3,27,26-35,"$1,354.00 ",2,Master's Degree,2,41,3,1,2,"$2,226.00 ","$6,073.00 ",1,11,3,3,1,6,2,5,3,1,2
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2635,Male,Laboratory Technician,Married,No,2,31,26-35,$741.00 ,2,Master's Degree,2,69,3,1,3,"$3,477.00 ","$18,103.00 ",1,14,3,4,1,6,4,5,2,0,3
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2636,Male,Research Scientist,Married,No,2,30,26-35,$793.00 ,16,High School,2,33,3,1,4,"$2,862.00 ","$3,811.00 ",1,12,3,2,1,10,2,10,0,0,8
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2637,Male,Research Scientist,Married,No,3,34,26-35,"$1,351.00 ",1,Master's Degree,2,45,3,2,4,"$5,484.00 ","$13,008.00 ",9,17,3,2,1,9,2,2,2,2,1
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2638,Male,Healthcare Representative,Married,No,5,44,36-45,$170.00 ,1,Master's Degree,2,78,4,2,1,"$5,033.00 ","$9,364.00 ",2,15,3,4,1,10,3,2,0,2,2
No,0,Travel_Rarely,R&D,Medical,STAFF-2639,Male,Laboratory Technician,Married,No,3,42,36-45,"$1,210.00 ",2,Bachelor's Degree,3,68,2,1,2,"$4,841.00 ","$24,052.00 ",4,14,3,2,1,4,3,1,0,0,0
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-2640,Male,Laboratory Technician,Married,No,5,35,26-35,"$1,349.00 ",7,Associates Degree,3,63,2,1,4,"$2,690.00 ","$7,713.00 ",1,18,3,4,1,1,2,1,0,0,1
